,Age,Gender,Country,Education Level,Role,Programming Experience,ML Experience,Company Size,Company Data Scientists,Yearly Compensation,Spent Money (5years),Primary Tool,# of Languages,# of Visual tools,# of ML frameworks,# of ML algorithms
9894,1,0,0,3.0,5.0,2.0,0.0,1.0,2.0,6.0,3.0,0.0,3,3,0,0
9895,5,0,5,4.0,6.0,6.0,6.0,4.0,5.0,8.0,4.0,0.0,3,1,2,5
9898,2,1,3,4.0,11.0,4.0,5.0,4.0,4.0,8.0,1.0,3.0,3,1,1,2
9899,7,0,3,2.0,10.0,3.0,2.0,1.0,2.0,7.0,2.0,0.0,2,1,1,2
9905,3,0,1,2.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0,1,2,0,0
9907,6,0,0,2.0,9.0,2.0,4.0,1.0,2.0,13.0,4.0,5.0,2,1,2,4
9909,6,0,3,3.0,5.0,6.0,2.0,5.0,7.0,18.0,4.0,2.0,5,4,2,1
9910,1,0,0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2,3,4,4
9913,3,0,0,3.0,4.0,5.0,2.0,2.0,2.0,13.0,4.0,0.0,7,3,3,4
9914,1,0,3,2.0,5.0,2.0,2.0,1.0,3.0,11.0,2.0,2.0,1,2,1,1
9915,5,0,0,3.0,4.0,5.0,2.0,3.0,3.0,7.0,1.0,3.0,5,3,2,2
9916,6,0,3,3.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,5,5,2,3
9918,6,0,5,3.0,12.0,4.0,0.0,1.0,3.0,0.0,1.0,0.0,2,1,0,0
9920,7,0,0,2.0,3.0,2.0,2.0,3.0,4.0,6.0,3.0,3.0,1,3,2,3
9923,2,0,1,2.0,5.0,0.0,1.0,5.0,6.0,4.0,1.0,0.0,0,0,0,0
9924,4,0,5,3.0,10.0,5.0,2.0,4.0,3.0,15.0,2.0,2.0,4,4,2,4
9925,3,1,0,2.0,5.0,0.0,1.0,3.0,4.0,0.0,1.0,0.0,0,0,0,0
9930,4,0,0,3.0,9.0,5.0,1.0,1.0,2.0,1.0,1.0,0.0,2,1,1,1
9932,3,0,0,0.0,0.0,2.0,1.0,5.0,1.0,13.0,3.0,0.0,1,1,3,2
9933,1,0,1,3.0,10.0,2.0,1.0,1.0,3.0,0.0,2.0,3.0,2,1,1,1
9940,3,0,2,3.0,4.0,5.0,2.0,1.0,3.0,1.0,3.0,0.0,3,1,2,3
9942,2,0,0,3.0,7.0,2.0,2.0,1.0,3.0,5.0,3.0,3.0,2,3,7,8
9943,1,0,0,2.0,4.0,2.0,1.0,4.0,7.0,9.0,1.0,0.0,4,1,1,2
9944,3,1,2,4.0,5.0,4.0,1.0,3.0,3.0,1.0,4.0,3.0,4,4,3,3
9947,2,1,0,3.0,5.0,2.0,2.0,1.0,3.0,4.0,4.0,0.0,2,4,3,4
9948,6,0,0,2.0,8.0,3.0,3.0,1.0,2.0,18.0,4.0,0.0,3,1,1,2
9950,3,0,3,3.0,3.0,3.0,3.0,5.0,6.0,18.0,5.0,3.0,1,3,7,4
9951,5,1,3,3.0,9.0,5.0,2.0,1.0,5.0,20.0,5.0,0.0,1,3,5,3
9956,1,1,3,3.0,3.0,3.0,3.0,2.0,3.0,12.0,6.0,3.0,4,1,3,4
9957,2,0,0,2.0,4.0,3.0,1.0,5.0,7.0,8.0,6.0,0.0,2,1,1,1
9959,3,0,0,1.0,4.0,4.0,1.0,2.0,3.0,7.0,1.0,3.0,5,1,2,1
9961,2,0,3,3.0,3.0,2.0,1.0,3.0,5.0,6.0,4.0,4.0,2,1,1,1
9962,6,0,5,3.0,8.0,6.0,1.0,5.0,7.0,2.0,1.0,0.0,1,1,1,1
9963,0,0,0,2.0,0.0,3.0,3.0,2.0,5.0,7.0,1.0,3.0,1,3,7,5
9964,9,0,0,5.0,7.0,1.0,5.0,4.0,5.0,2.0,4.0,2.0,2,1,2,4
9967,6,0,2,3.0,0.0,1.0,8.0,5.0,7.0,20.0,4.0,3.0,1,3,3,7
9968,2,0,2,3.0,3.0,4.0,6.0,5.0,7.0,13.0,1.0,2.0,3,3,2,3
9970,9,0,2,2.0,5.0,6.0,1.0,1.0,1.0,8.0,3.0,0.0,4,2,1,2
9971,8,0,5,4.0,6.0,1.0,0.0,4.0,7.0,12.0,1.0,0.0,1,1,0,0
9972,4,0,3,5.0,10.0,1.0,0.0,2.0,5.0,16.0,1.0,0.0,1,1,0,0
9974,3,0,0,3.0,4.0,4.0,1.0,5.0,2.0,4.0,4.0,3.0,1,2,2,3
9975,4,0,0,2.0,4.0,5.0,1.0,1.0,2.0,9.0,1.0,0.0,3,1,1,1
9976,3,0,0,3.0,4.0,4.0,1.0,1.0,1.0,9.0,1.0,1.0,1,1,1,1
9982,3,0,2,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0
9983,6,0,0,3.0,3.0,3.0,5.0,5.0,7.0,12.0,4.0,3.0,3,5,9,8
9985,1,0,3,3.0,3.0,3.0,2.0,1.0,1.0,0.0,4.0,3.0,2,4,2,7
9987,6,0,2,3.0,0.0,2.0,2.0,1.0,1.0,9.0,1.0,0.0,2,3,4,3
9989,2,0,3,5.0,4.0,5.0,5.0,1.0,1.0,0.0,2.0,3.0,9,2,3,4
9993,6,0,0,3.0,0.0,6.0,2.0,5.0,7.0,10.0,1.0,3.0,4,2,2,5
9994,5,0,3,3.0,10.0,6.0,6.0,5.0,7.0,18.0,6.0,5.0,5,2,3,4
9995,0,0,0,2.0,6.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,2,1,4,2
9996,6,0,2,3.0,9.0,1.0,1.0,5.0,7.0,0.0,1.0,0.0,1,1,1,1
9998,7,0,2,3.0,0.0,5.0,1.0,1.0,3.0,16.0,4.0,3.0,2,3,1,2
9999,5,0,3,3.0,3.0,4.0,2.0,4.0,5.0,20.0,3.0,2.0,1,2,1,2
10001,3,0,2,4.0,6.0,5.0,5.0,5.0,7.0,18.0,6.0,3.0,2,1,2,5
10002,3,0,3,3.0,5.0,3.0,1.0,4.0,5.0,18.0,5.0,0.0,2,4,2,2
10003,3,0,2,3.0,3.0,5.0,6.0,5.0,7.0,14.0,4.0,3.0,3,3,4,2
10006,3,0,3,3.0,8.0,3.0,4.0,4.0,2.0,15.0,4.0,3.0,2,2,1,3
10007,4,0,0,2.0,5.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,2,1,3,2
10009,2,0,0,3.0,0.0,4.0,4.0,5.0,1.0,4.0,1.0,0.0,2,2,3,3
10010,2,1,0,2.0,0.0,1.0,0.0,3.0,3.0,6.0,1.0,0.0,1,1,0,0
10012,2,0,0,3.0,4.0,3.0,4.0,1.0,2.0,1.0,3.0,0.0,1,3,3,3
10014,7,0,5,4.0,3.0,6.0,4.0,1.0,2.0,20.0,5.0,0.0,5,2,3,3
10017,7,0,1,3.0,5.0,3.0,5.0,1.0,5.0,2.0,4.0,0.0,2,1,1,1
10020,2,0,2,2.0,7.0,2.0,2.0,1.0,1.0,6.0,1.0,3.0,3,3,3,6
10023,5,1,3,4.0,3.0,5.0,6.0,5.0,7.0,20.0,6.0,0.0,2,3,3,3
10024,5,0,3,1.0,5.0,0.0,1.0,5.0,3.0,0.0,2.0,0.0,0,0,0,0
10027,6,0,0,2.0,4.0,4.0,2.0,4.0,4.0,20.0,1.0,0.0,3,1,1,1
10029,3,0,0,3.0,0.0,1.0,1.0,1.0,5.0,3.0,5.0,0.0,2,2,1,2
10032,2,0,0,3.0,5.0,1.0,1.0,4.0,5.0,6.0,5.0,3.0,3,2,4,5
10034,5,0,0,3.0,6.0,6.0,5.0,1.0,3.0,5.0,4.0,4.0,3,3,5,2
10035,2,1,5,3.0,0.0,0.0,1.0,2.0,2.0,5.0,2.0,0.0,0,0,0,0
10037,4,0,0,3.0,9.0,5.0,2.0,5.0,7.0,19.0,6.0,0.0,2,1,1,2
10038,3,0,1,5.0,5.0,2.0,1.0,4.0,4.0,5.0,4.0,3.0,1,2,1,1
10041,2,0,1,3.0,5.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1,2,2,2
10042,9,0,3,2.0,0.0,3.0,1.0,3.0,2.0,21.0,6.0,3.0,3,1,1,2
10043,5,0,2,4.0,4.0,5.0,6.0,4.0,5.0,12.0,1.0,3.0,2,2,1,4
10044,2,0,3,3.0,3.0,4.0,2.0,3.0,7.0,1.0,4.0,3.0,3,2,4,5
10045,3,1,0,3.0,3.0,2.0,2.0,1.0,6.0,7.0,3.0,0.0,3,3,2,4
10046,4,0,5,2.0,8.0,4.0,0.0,4.0,1.0,11.0,1.0,0.0,1,1,0,0
10057,6,2,3,1.0,5.0,4.0,2.0,5.0,3.0,18.0,3.0,0.0,3,5,3,1
10058,2,1,3,2.0,0.0,2.0,1.0,2.0,1.0,11.0,1.0,3.0,1,1,1,2
10060,5,0,2,2.0,11.0,5.0,1.0,4.0,3.0,12.0,1.0,1.0,3,2,1,2
10061,4,0,0,1.0,4.0,3.0,1.0,1.0,1.0,11.0,2.0,5.0,3,1,1,1
10062,0,2,0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3,3,3,4
10066,8,0,2,4.0,3.0,6.0,4.0,4.0,5.0,20.0,5.0,5.0,1,1,4,4
10067,5,1,2,2.0,0.0,0.0,1.0,4.0,7.0,1.0,6.0,1.0,0,0,0,0
10069,0,1,0,1.0,7.0,2.0,2.0,2.0,3.0,9.0,3.0,2.0,3,5,6,8
10070,2,0,0,3.0,8.0,2.0,2.0,4.0,2.0,7.0,4.0,3.0,5,3,5,5
10072,3,0,0,2.0,4.0,2.0,0.0,1.0,2.0,6.0,1.0,3.0,5,2,0,0
10073,2,1,3,3.0,5.0,3.0,3.0,3.0,3.0,15.0,6.0,3.0,4,6,2,3
10074,0,0,0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,3,1,3,3
10075,7,0,3,2.0,4.0,6.0,0.0,2.0,3.0,16.0,5.0,4.0,6,1,0,0
10080,9,0,0,3.0,3.0,6.0,8.0,4.0,7.0,6.0,3.0,5.0,1,1,1,1
10081,2,1,0,3.0,0.0,3.0,1.0,5.0,7.0,7.0,1.0,0.0,3,4,5,3
10082,8,0,2,3.0,8.0,6.0,6.0,4.0,2.0,12.0,1.0,0.0,5,1,1,2
10084,2,0,3,4.0,10.0,3.0,2.0,2.0,3.0,8.0,1.0,2.0,3,3,4,4
10086,3,0,0,2.0,7.0,4.0,3.0,3.0,3.0,1.0,3.0,0.0,2,4,5,4
10091,3,0,0,2.0,7.0,2.0,2.0,1.0,2.0,7.0,3.0,0.0,3,4,5,2
10094,2,0,0,3.0,6.0,3.0,1.0,1.0,2.0,9.0,1.0,3.0,2,3,3,3
10095,5,0,2,2.0,8.0,6.0,2.0,4.0,2.0,12.0,1.0,0.0,2,3,2,3
10097,4,0,0,3.0,3.0,3.0,4.0,3.0,3.0,9.0,3.0,0.0,2,2,3,2
10098,1,0,0,2.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,2.0,2,6,4,4
10100,4,0,2,2.0,3.0,2.0,1.0,4.0,4.0,10.0,2.0,3.0,1,2,3,7
10102,1,1,1,2.0,8.0,2.0,1.0,1.0,3.0,0.0,5.0,4.0,1,1,1,1
10104,3,0,3,3.0,0.0,2.0,3.0,4.0,4.0,19.0,3.0,0.0,1,3,6,3
10105,8,0,3,3.0,0.0,6.0,3.0,5.0,4.0,21.0,3.0,1.0,5,5,6,5
10107,3,0,2,3.0,4.0,4.0,0.0,4.0,1.0,11.0,1.0,0.0,2,1,0,0
10108,4,0,5,4.0,7.0,2.0,2.0,1.0,2.0,1.0,4.0,0.0,1,3,3,4
10109,3,0,3,3.0,0.0,5.0,1.0,5.0,7.0,18.0,6.0,3.0,2,2,1,2
10111,1,0,3,2.0,0.0,3.0,3.0,3.0,5.0,1.0,4.0,3.0,2,2,1,4
10113,5,0,0,2.0,6.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,6,1,1,1
10115,5,0,0,4.0,3.0,4.0,6.0,2.0,5.0,5.0,4.0,3.0,2,2,3,4
10116,6,0,2,3.0,9.0,0.0,6.0,5.0,2.0,13.0,6.0,0.0,0,0,0,0
10117,2,1,0,3.0,0.0,2.0,1.0,1.0,1.0,7.0,1.0,0.0,3,1,1,1
10118,4,0,0,3.0,3.0,5.0,5.0,4.0,7.0,11.0,5.0,5.0,3,2,3,3
10119,3,0,5,4.0,11.0,3.0,2.0,1.0,7.0,5.0,1.0,1.0,3,3,2,2
10121,5,1,2,3.0,0.0,2.0,1.0,4.0,3.0,11.0,1.0,3.0,3,4,1,1
10122,3,0,3,3.0,10.0,5.0,5.0,4.0,7.0,19.0,4.0,3.0,5,3,2,3
10123,9,0,2,3.0,3.0,6.0,2.0,2.0,3.0,13.0,5.0,0.0,5,3,4,4
10126,3,0,3,3.0,7.0,5.0,5.0,4.0,6.0,16.0,4.0,4.0,9,5,6,4
10128,1,0,0,2.0,7.0,4.0,2.0,2.0,3.0,12.0,1.0,3.0,1,2,5,3
10129,5,0,5,1.0,5.0,6.0,2.0,1.0,2.0,3.0,2.0,3.0,4,3,2,3
10130,6,0,0,4.0,8.0,5.0,2.0,1.0,2.0,0.0,2.0,0.0,7,3,3,3
10131,3,1,3,4.0,3.0,4.0,4.0,1.0,2.0,0.0,3.0,4.0,1,1,3,5
10133,1,1,0,3.0,3.0,3.0,2.0,1.0,5.0,1.0,1.0,0.0,4,3,7,8
10135,1,0,0,2.0,10.0,0.0,6.0,4.0,2.0,24.0,5.0,0.0,0,0,0,0
10136,7,0,0,1.0,3.0,3.0,5.0,2.0,4.0,5.0,4.0,3.0,2,3,6,5
10138,0,0,2,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,5.0,3,4,4,1
10140,0,0,0,2.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,5,5,4,3
10141,6,0,2,2.0,4.0,6.0,1.0,1.0,2.0,14.0,4.0,0.0,4,1,1,2
10143,2,0,1,2.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,1,2,5,5
10144,1,0,0,2.0,3.0,2.0,2.0,4.0,4.0,6.0,1.0,0.0,2,3,4,9
10145,9,0,3,3.0,9.0,6.0,2.0,5.0,7.0,18.0,3.0,1.0,1,3,3,5
10146,7,0,5,3.0,9.0,2.0,2.0,1.0,2.0,7.0,4.0,3.0,1,2,4,4
10149,2,0,3,2.0,6.0,4.0,5.0,1.0,3.0,0.0,4.0,0.0,3,3,4,3
10153,3,1,2,3.0,11.0,5.0,6.0,4.0,2.0,9.0,4.0,5.0,1,1,1,3
10155,2,0,0,5.0,3.0,2.0,2.0,2.0,7.0,7.0,2.0,3.0,2,3,6,4
10157,3,0,3,2.0,0.0,1.0,1.0,5.0,7.0,5.0,1.0,0.0,2,3,1,2
10159,6,0,3,2.0,3.0,4.0,6.0,5.0,7.0,20.0,6.0,3.0,4,1,4,4
10162,2,0,3,3.0,4.0,3.0,3.0,4.0,7.0,13.0,1.0,3.0,4,2,1,4
10166,9,0,3,3.0,11.0,6.0,5.0,3.0,5.0,8.0,1.0,3.0,2,2,1,1
10167,1,0,3,3.0,5.0,2.0,1.0,2.0,2.0,16.0,1.0,0.0,2,3,3,3
10169,2,0,2,3.0,5.0,3.0,3.0,5.0,7.0,14.0,6.0,4.0,2,4,3,4
10170,7,0,5,4.0,6.0,3.0,3.0,2.0,3.0,8.0,1.0,1.0,1,2,2,2
10172,9,0,5,3.0,9.0,6.0,1.0,2.0,5.0,12.0,5.0,0.0,6,1,1,2
10173,6,0,3,4.0,7.0,5.0,4.0,4.0,3.0,16.0,6.0,1.0,3,1,2,2
10181,3,0,0,4.0,6.0,4.0,5.0,4.0,7.0,15.0,6.0,3.0,2,3,2,2
10182,2,0,0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,3,2,3,4
10185,4,0,1,2.0,8.0,0.0,6.0,4.0,7.0,11.0,1.0,0.0,0,0,0,0
10188,1,1,0,3.0,0.0,1.0,0.0,5.0,7.0,7.0,1.0,0.0,2,1,0,0
10189,4,1,3,3.0,0.0,4.0,6.0,4.0,2.0,3.0,2.0,1.0,3,4,1,2
10191,0,0,3,3.0,6.0,3.0,0.0,2.0,5.0,12.0,1.0,3.0,2,1,0,0
10193,3,0,0,3.0,5.0,3.0,1.0,1.0,2.0,6.0,2.0,3.0,2,3,1,1
10197,2,0,2,3.0,3.0,3.0,2.0,5.0,7.0,12.0,3.0,3.0,2,2,3,3
10200,3,1,0,3.0,7.0,4.0,4.0,4.0,7.0,17.0,3.0,0.0,1,1,3,1
10202,7,0,5,4.0,3.0,4.0,4.0,1.0,4.0,13.0,1.0,0.0,5,4,5,3
10204,2,0,3,3.0,5.0,4.0,5.0,4.0,3.0,17.0,3.0,3.0,2,2,1,1
10205,3,0,4,4.0,3.0,3.0,5.0,2.0,3.0,14.0,5.0,3.0,2,1,4,5
10208,3,0,0,3.0,8.0,1.0,3.0,5.0,1.0,3.0,1.0,0.0,2,1,2,1
10209,2,0,5,2.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,6,6,2,4
10215,3,0,0,3.0,10.0,3.0,4.0,3.0,6.0,5.0,4.0,1.0,2,2,6,6
10216,5,0,5,2.0,4.0,6.0,6.0,1.0,2.0,13.0,4.0,3.0,6,2,5,5
10217,2,0,0,3.0,10.0,3.0,3.0,5.0,4.0,9.0,3.0,0.0,2,3,6,7
10219,7,0,3,4.0,3.0,6.0,8.0,2.0,4.0,20.0,0.0,0.0,2,4,3,7
10220,9,0,3,4.0,3.0,6.0,7.0,2.0,3.0,19.0,5.0,2.0,4,2,3,2
10223,4,0,0,3.0,10.0,5.0,2.0,3.0,4.0,6.0,3.0,4.0,1,1,1,5
10224,4,0,5,4.0,9.0,5.0,6.0,5.0,7.0,19.0,5.0,4.0,6,6,3,6
10227,2,1,3,2.0,3.0,1.0,1.0,1.0,2.0,11.0,5.0,0.0,2,2,4,2
10228,2,0,2,3.0,8.0,0.0,2.0,1.0,3.0,8.0,4.0,3.0,0,0,0,0
10230,9,0,3,4.0,0.0,2.0,7.0,5.0,5.0,20.0,5.0,1.0,3,2,5,6
10231,7,0,0,4.0,3.0,6.0,3.0,1.0,2.0,18.0,2.0,5.0,1,1,1,3
10232,0,0,0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,5,5,3,8
10234,4,0,3,4.0,3.0,5.0,6.0,5.0,7.0,9.0,4.0,3.0,1,3,5,6
10235,3,0,0,3.0,0.0,2.0,1.0,5.0,2.0,9.0,1.0,3.0,3,2,1,2
10238,1,2,2,3.0,3.0,3.0,1.0,3.0,3.0,7.0,3.0,2.0,7,1,1,5
10240,2,1,0,3.0,7.0,4.0,3.0,3.0,4.0,11.0,4.0,2.0,5,6,6,7
10241,0,0,5,3.0,5.0,0.0,1.0,1.0,3.0,5.0,6.0,0.0,0,0,0,0
10242,4,0,0,4.0,6.0,4.0,5.0,1.0,2.0,0.0,3.0,4.0,1,1,2,6
10244,6,0,2,2.0,4.0,6.0,0.0,2.0,4.0,11.0,4.0,0.0,2,1,0,0
10247,0,0,0,2.0,7.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2,1,1,3
10250,6,0,2,0.0,6.0,6.0,8.0,4.0,1.0,13.0,3.0,3.0,6,4,4,4
10251,5,0,0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,1,2,2
10252,3,0,3,1.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,7,8,6,10
10253,5,1,0,4.0,6.0,0.0,1.0,5.0,7.0,3.0,0.0,0.0,0,0,0,0
10255,3,0,0,3.0,9.0,1.0,1.0,1.0,2.0,6.0,2.0,3.0,1,2,1,2
10256,2,0,0,2.0,4.0,3.0,2.0,1.0,2.0,5.0,1.0,4.0,4,2,3,3
10261,5,0,0,3.0,8.0,0.0,6.0,2.0,1.0,9.0,4.0,2.0,0,0,0,0
10262,4,0,3,3.0,6.0,6.0,3.0,1.0,6.0,0.0,5.0,3.0,5,4,2,5
10263,5,0,1,4.0,6.0,6.0,8.0,3.0,4.0,7.0,5.0,4.0,8,1,1,10
10264,3,0,0,5.0,6.0,5.0,1.0,4.0,7.0,9.0,1.0,0.0,5,3,4,7
10267,4,0,5,2.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,2,2,4,4
10268,5,1,0,4.0,10.0,5.0,4.0,3.0,7.0,18.0,3.0,0.0,6,1,1,1
10269,0,0,0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3,4,3,4
10271,7,0,3,3.0,0.0,0.0,6.0,1.0,1.0,20.0,2.0,0.0,0,0,0,0
10272,2,1,2,3.0,3.0,3.0,5.0,4.0,4.0,10.0,4.0,3.0,2,4,8,6
10277,1,0,0,3.0,5.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,2,1,4,5
10278,2,0,1,3.0,5.0,1.0,1.0,2.0,5.0,0.0,1.0,0.0,1,2,4,3
10283,8,0,2,3.0,4.0,6.0,1.0,2.0,1.0,11.0,2.0,3.0,3,1,1,1
10284,2,0,3,3.0,4.0,3.0,0.0,4.0,7.0,18.0,4.0,3.0,5,1,0,0
10286,3,0,0,4.0,6.0,2.0,1.0,2.0,2.0,11.0,4.0,0.0,2,3,3,2
10288,6,0,0,4.0,6.0,2.0,1.0,3.0,7.0,20.0,6.0,3.0,2,2,2,3
10291,2,0,1,2.0,11.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,3,1,1,1
10292,3,0,0,2.0,10.0,3.0,2.0,4.0,5.0,15.0,5.0,4.0,3,3,4,4
10293,2,0,0,3.0,5.0,2.0,1.0,4.0,3.0,9.0,4.0,3.0,3,3,1,1
10295,2,0,1,3.0,3.0,3.0,2.0,1.0,4.0,1.0,3.0,0.0,6,1,2,1
10296,4,0,2,3.0,0.0,3.0,2.0,1.0,2.0,13.0,3.0,0.0,3,3,3,5
10300,2,0,0,5.0,4.0,4.0,1.0,5.0,7.0,7.0,5.0,0.0,2,2,5,4
10302,3,1,2,3.0,5.0,2.0,1.0,3.0,1.0,5.0,1.0,3.0,2,3,1,2
10306,2,0,0,2.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,3,2,2,3
10310,4,1,1,3.0,3.0,3.0,2.0,4.0,7.0,5.0,1.0,0.0,2,1,2,3
10312,2,0,5,1.0,7.0,4.0,2.0,3.0,6.0,9.0,1.0,3.0,1,2,3,1
10313,2,1,0,2.0,5.0,2.0,2.0,1.0,4.0,0.0,1.0,0.0,1,4,3,3
10314,0,1,0,2.0,4.0,1.0,3.0,5.0,7.0,7.0,6.0,3.0,4,4,5,6
10319,0,0,0,2.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,4,2,4,7
10322,5,1,3,3.0,5.0,3.0,0.0,2.0,3.0,13.0,1.0,5.0,4,7,0,0
10325,2,0,2,3.0,4.0,2.0,3.0,5.0,3.0,20.0,1.0,3.0,1,2,3,2
10328,1,0,0,2.0,4.0,4.0,2.0,4.0,1.0,7.0,4.0,0.0,1,2,4,3
10330,2,0,2,3.0,4.0,2.0,0.0,1.0,1.0,9.0,1.0,0.0,4,1,0,0
10332,2,0,5,2.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,0.0,1,1,1,1
10334,2,0,0,3.0,10.0,4.0,1.0,5.0,4.0,7.0,1.0,5.0,4,5,3,1
10335,1,0,0,3.0,6.0,3.0,2.0,1.0,5.0,0.0,4.0,4.0,1,3,4,2
10336,4,1,2,5.0,0.0,4.0,0.0,4.0,1.0,11.0,1.0,0.0,3,2,0,0
10337,3,0,0,3.0,3.0,4.0,4.0,5.0,2.0,18.0,3.0,3.0,1,3,5,5
10340,7,0,3,3.0,4.0,6.0,1.0,4.0,1.0,11.0,3.0,3.0,2,1,1,1
10342,6,0,3,2.0,8.0,6.0,2.0,5.0,7.0,20.0,3.0,3.0,3,2,3,3
10344,2,2,2,5.0,4.0,3.0,5.0,1.0,7.0,14.0,6.0,5.0,1,1,7,6
10347,4,0,0,3.0,4.0,5.0,2.0,1.0,1.0,7.0,1.0,0.0,2,2,6,4
10350,4,0,5,3.0,4.0,5.0,3.0,2.0,1.0,9.0,3.0,0.0,4,2,1,3
10352,3,0,0,2.0,11.0,4.0,6.0,5.0,7.0,2.0,1.0,1.0,1,1,1,1
10354,1,1,0,3.0,7.0,3.0,2.0,2.0,3.0,0.0,3.0,3.0,1,1,3,3
10355,3,0,3,3.0,10.0,4.0,5.0,4.0,7.0,9.0,1.0,3.0,2,4,1,5
10356,5,0,0,4.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0,0,0,0
10361,2,0,0,3.0,3.0,2.0,2.0,1.0,3.0,0.0,2.0,3.0,3,3,5,3
10362,2,0,3,3.0,7.0,4.0,2.0,5.0,7.0,17.0,2.0,3.0,1,3,2,5
10364,5,0,0,5.0,8.0,1.0,0.0,4.0,2.0,16.0,2.0,0.0,1,3,0,0
10365,6,0,3,3.0,12.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,7,5,3,6
10366,2,1,0,2.0,4.0,3.0,1.0,5.0,6.0,6.0,3.0,0.0,4,4,1,2
10367,2,0,0,2.0,4.0,3.0,0.0,2.0,1.0,12.0,1.0,0.0,1,2,0,0
10369,2,0,0,5.0,5.0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,0,0,0,0
10370,1,1,0,5.0,6.0,2.0,2.0,1.0,3.0,0.0,2.0,3.0,4,4,3,10
10371,1,0,0,3.0,3.0,3.0,3.0,2.0,3.0,6.0,3.0,3.0,3,3,7,7
10372,7,0,3,3.0,3.0,6.0,4.0,4.0,4.0,19.0,1.0,3.0,2,2,3,1
10374,6,0,0,3.0,4.0,5.0,3.0,1.0,1.0,18.0,4.0,0.0,4,3,3,4
10375,1,0,0,2.0,7.0,3.0,1.0,5.0,4.0,8.0,5.0,3.0,3,4,6,5
10376,6,0,2,1.0,9.0,6.0,1.0,5.0,5.0,14.0,6.0,0.0,2,1,3,1
10377,5,0,3,2.0,3.0,5.0,5.0,5.0,7.0,21.0,1.0,3.0,4,4,2,3
10378,1,1,0,3.0,9.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0
10380,5,0,2,3.0,0.0,5.0,7.0,1.0,3.0,18.0,5.0,1.0,4,3,4,3
10382,4,0,3,4.0,3.0,5.0,6.0,5.0,7.0,20.0,6.0,3.0,5,4,3,4
10385,1,1,0,3.0,5.0,0.0,1.0,5.0,7.0,5.0,6.0,0.0,0,0,0,0
10387,4,0,5,2.0,9.0,5.0,5.0,2.0,3.0,18.0,5.0,2.0,1,1,3,3
10389,6,0,2,5.0,4.0,6.0,0.0,1.0,2.0,12.0,2.0,0.0,3,1,0,0
10391,9,0,0,4.0,6.0,6.0,7.0,4.0,3.0,5.0,2.0,1.0,9,4,2,5
10394,2,0,2,3.0,3.0,4.0,3.0,1.0,2.0,10.0,2.0,3.0,3,3,3,4
10397,3,0,0,1.0,0.0,0.0,6.0,1.0,1.0,11.0,1.0,0.0,0,0,0,0
10399,0,0,0,2.0,4.0,2.0,1.0,1.0,5.0,6.0,2.0,3.0,1,2,4,3
10400,4,0,3,3.0,3.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,2,5,5,5
10401,7,0,3,3.0,5.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1,4,0,0
10402,1,0,0,3.0,5.0,3.0,2.0,3.0,4.0,5.0,4.0,0.0,2,3,3,2
10403,2,0,3,3.0,3.0,3.0,4.0,3.0,3.0,18.0,1.0,0.0,4,4,5,7
10404,3,0,2,3.0,0.0,5.0,1.0,3.0,7.0,16.0,6.0,4.0,5,2,2,5
